case_name,mass_eV,A_unit,phi_amp_max,A_tau_eff,L,Claa_limit,patchy_power_if_phi_amp_max,patchy_budget_fraction,template_scale_limit,genuine_shape_toy
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,31,6.333856156431035e-07,1.0764127575347528e+17,1.6994587987948305e+23,5.884226206067185e-24,9.662899009170223e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,32,5.949986086344305e-07,1.1057059412440662e+17,1.8583336585975385e+23,5.381164977416852e-24,9.36001199360256e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,33,5.59998690479464e-07,1.1356827271836142e+17,2.0280096123283015e+23,4.930943097710113e-24,9.075453493970243e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,34,5.279987653092089e-07,1.1663555721652046e+17,2.2090119310831313e+23,4.526910814418626e-24,8.807606296657187e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,35,4.986655005698085e-07,1.1977370584509466e+17,2.401884744547863e+23,4.163397108333117e-24,8.555038012709556e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,36,4.717106086471161e-07,1.2298398920411402e+17,2.607191505758939e+23,3.835544868074068e-24,8.316475407743663e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,37,4.4688373450779417e-07,1.262676900853341e+17,2.8255154604006255e+23,3.5391772369145395e-24,8.090782894571487e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,38,4.239666199176509e-07,1.2962610327907392e+17,3.057460120427684e+23,3.270688612808849e-24,7.876944421727438e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,39,4.0276828892176834e-07,1.330605353698105e+17,3.303649741791254e+23,3.026955271165628e-24,7.674048148375614e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,40,3.8312105531582843e-07,1.3657230452034867e+17,3.5647298060338756e+23,2.805261701201982e-24,7.48127341798095e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,41,3.648771955388842e-07,1.4016274024439998e+17,3.841367505508113e+23,2.603239597789345e-24,7.297879638272418e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,42,3.4790616318823846e-07,1.4383318316739474e+17,4.1342522319609556e+23,2.4188171013592963e-24,7.123196749782873e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,43,3.3209224667968216e-07,1.4758498477536938e+17,4.444096068214495e+23,2.2501763792918413e-24,6.956617024360126e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,44,3.1733259127169627e-07,1.5141950715176096e+17,4.7716342826607885e+23,2.0957180302644103e-24,6.797587982062819e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,45,3.0353552208597034e-07,1.553381227019593e+17,5.117625826276863e+23,1.9540310955627494e-24,6.645606252470223e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,46,2.9061911689082266e-07,1.5934221386545792e+17,5.482853831852991e+23,1.8238676985887092e-24,6.500212236690726e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,47,2.7850998702037175e-07,1.6343317281546272e+17,5.868126115115158e+23,1.7041215208790306e-24,6.360985450816051e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,48,2.6714223244811166e-07,1.6761240114581123e+17,6.27427567740969e+23,1.5938094712676798e-24,6.227540451443708e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,49,2.564565431501872e-07,1.7188130954507024e+17,6.702161209605494e+23,1.4920560230136012e-24,6.099523260115038e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,50,2.463994238109642e-07,1.762413174576751e+17,7.15266759685632e+23,1.3980797883568803e-24,5.976608216820706e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,51,2.3692252289515786e-07,1.8069385273199254e+17,7.626706423852854e+23,1.311181976104989e-24,5.858495203682005e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,52,2.2798205033307642e-07,1.8524035125517994e+17,8.125216480181144e+23,1.2307364393787894e-24,5.744907188976638e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,53,2.1953827069111064e-07,1.8988225657473357e+17,8.649164265391207e+23,1.1561810705820483e-24,5.635588049199295e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,54,2.1155506084779752e-07,1.94621019506618e+17,9.199544493366544e+23,1.0870103413501217e-24,5.530300633115506e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,55,2.0399952296037619e-07,1.9945809772987462e+17,9.777380595572096e+23,1.022768818524741e-24,5.428825037009629e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,56,1.968416449617665e-07,2.0439495536762218e+17,1.0383725222745563e+24,9.630455145418321e-25,5.33095706472766e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,57,1.900540020320504e-07,2.0943306255435645e+17,1.1019660744583426e+24,9.07468953154059e-25,5.236506849820842e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,58,1.8361149348859105e-07,2.1457389498948016e+17,1.1686299746960721e+24,8.557028500488976e-25,5.145297620226103e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,59,1.774911103723047e-07,2.198189334769856e+17,1.2384785526209975e+24,8.074423233924365e-25,5.057164588572227e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,60,1.7167172970436028e-07,2.251696634512342e+17,1.311629257997248e+24,7.6241056220941515e-25,4.971953953455405e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,61,1.6613393197196156e-07,2.3062757448877517e+17,1.388202709412176e+24,7.203558912685327e-25,4.889521998949971e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,62,1.6085983889348658e-07,2.3619415980616253e+17,1.4683227425246807e+24,6.810491801554257e-25,4.809734281263263e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,63,1.5583296892806513e-07,2.4187091574373046e+17,1.5521164578169705e+24,6.442815517892811e-25,4.732464892851916e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,64,1.5103810834566313e-07,2.476593412353046e+17,1.6397142677960175e+24,6.098623520207127e-25,4.657595795527261e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,65,1.4646119597155213e-07,2.5356093726382688e+17,1.731249943589681e+24,5.776173473406953e-25,4.585016215120215e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,66,1.420892199724013e-07,2.595772063028915e+17,1.8268606608813143e+24,5.473871222984133e-25,4.5146220911766395e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,67,1.379101252673307e-07,2.6570965174418662e+17,1.9266870451253963e+24,5.19025652105797e-25,4.446315575933701e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,68,1.3391273033204575e-07,2.7195977731086307e+17,2.0308732159856665e+24,4.92399029210033e-25,4.380004577504212e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,69,1.3008665232255872e-07,2.7832908645684154e+17,2.1395668309359334e+24,4.673843254349571e-25,4.315602342784055e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,70,1.264222395810782e-07,2.8481908175210038e+17,2.252919127962749e+24,4.438685737043175e-25,4.253027076110413e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,71,1.2291051070382602e-07,2.914312642539798e+17,2.3710849673079095e+24,4.217478554281348e-25,4.1922015901460426e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,72,1.195430994516664e-07,2.98167132864563e+17,2.4942228721877646e+24,4.009264814105674e-25,4.133052985856547e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,73,1.1631220487189163e-07,3.0502818367419315e+17,2.6224950684251643e+24,3.813162556681224e-25,4.075512358790863e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,74,1.1321054607530786e-07,3.120159092912086e+17,2.7560675229289596e+24,3.6283581286762837e-25,4.019514529176861e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,75,1.1023132117858924e-07,3.1913179815798035e+17,2.895109980954913e+24,3.4541002123524288e-25,3.964997793609273e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,76,1.0736816997914535e-07,3.26377333853355e+17,3.03979600208096e+24,3.2896944377695993e-25,3.9119036963412314e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,77,1.046151399796801e-07,3.337539943816116e+17,3.1903029948288385e+24,3.134498515096841e-25,3.8601768183972163e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,78,1.0196665542323249e-07,3.412632514480579e+17,3.346812249863235e+24,2.9879178314853615e-25,3.8097645829081026e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,79,9.941748903765168e-08,3.489065697214052e+17,3.509508971698795e+24,2.8494014634644033e-25,3.760617075230879e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,80,9.696273622190719e-08,3.566854060830627e+17,3.6785823088444913e+24,2.71843856149604e-25,3.71268687655938e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,81,9.459779143600701e-08,3.64601208863523e+17,3.854225382314199e+24,2.5945550682860385e-25,3.6659289098601586e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,82,9.231832658212733e-08,3.7265541706600134e+17,4.0366353124315273e+24,2.477310736791913e-25,3.620300297081334e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,83,9.012027118731478e-08,3.8084945957752704e+17,4.2260132438564494e+24,2.366296417678639e-25,3.575760226683692e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,84,8.799979421820149e-08,3.891847543676761e+17,4.422564368760522e+24,2.2611315893187606e-25,3.5322698306338504e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,85,8.595328737591773e-08,3.976627076751681e+17,4.62649794807714e+24,2.1614621063770683e-25,3.4897920700802565e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,86,8.397734973509203e-08,4.0628471318254464e+17,4.838027330752597e+24,2.0669581456135372e-25,3.4482916290052745e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,87,8.206877360474903e-08,4.150521511791774e+17,5.057369970923506e+24,1.9773123298262358e-25,3.407734815211612e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,88,8.022453150127153e-08,4.239663877128516e+17,5.284747442945577e+24,1.8922380128777295e-25,3.368089468059676e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,89,7.844176413457661e-08,4.3302877373019974e+17,5.520385454198671e+24,1.8114677105371767e-25,3.329324872424866e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,90,7.671776931843207e-08,4.422406442062564e+17,5.764513855592572e+24,1.734751663455241e-25,3.291411678391065e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,91,7.50499917245531e-08,4.51603317263439e+17,6.017366649698029e+24,1.6618565199948106e-25,3.2543218262390487e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,92,7.343601340789605e-08,4.611180932802527e+17,6.279181996427273e+24,1.592564127889556e-25,3.2180284763269614e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,93,7.187354503751529e-08,4.7078625399005114e+17,6.550202216188424e+24,1.5266704248130863e-25,3.1825059434946295e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,94,7.036041777356759e-08,4.8060906157017734e+17,6.830673790438017e+24,1.463984418930764e-25,3.147729635654831e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,95,6.889457573661827e-08,4.90587757721847e+17,7.12084735955626e+24,1.404327251388121e-25,3.11367599626301e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,96,6.747406902039933e-08,5.0072356274112634e+17,7.420977717969601e+24,1.3475313334771778e-25,3.0803224503826345e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,97,6.60970472036565e-08,5.110176745813909e+17,7.731323806445643e+24,1.2934395519254994e-25,3.0476473540867147e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,98,6.476175332075434e-08,5.214712679076491e+17,8.052148701485696e+24,1.2419045363823082e-25,3.0156299469571856e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,99,6.346651825433925e-08,5.320854931431441e+17,8.383719601740798e+24,1.1927879837397707e-25,2.9842503074631167e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,100,6.220975551662957e-08,5.428614755086425e+17,8.726307811377393e+24,1.1459600344331153e-25,2.9534893110162255e-10
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,2,0.00010471975511965977,4.730680612381682e+16,4.517467221897235e+20,2.2136297860729632e-21,2.2499999999999996e-06
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,3,5.235987755982988e-05,4.8735327502165544e+16,9.307761930206447e+20,1.0743721288731112e-21,1e-06
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,4,3.141592653589793e-05,5.020196542518809e+16,1.5979781900694216e+21,6.2579076874419455e-22,5.624999999999999e-07
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,5,2.0943951023931954e-05,5.1707569243426424e+16,2.4688545721073313e+21,4.050461340646864e-22,3.6e-07
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,6,1.4959965017094253e-05,5.325300195953306e+16,3.5597009684636715e+21,2.8092247322437007e-22,2.5e-07
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,7,1.121997376282069e-05,5.483914028737069e+16,4.887635340921171e+21,2.0459791499329213e-22,1.836734693877551e-07
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,8,8.726646259971648e-06,5.646687470592513e+16,6.470627205887063e+21,1.5454452376582393e-22,1.4062499999999998e-07
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,9,6.9813170079773176e-06,5.813710950784131e+16,8.327527519722995e+21,1.2008366200310842e-22,1.1111111111111111e-07
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,10,5.7119866428905325e-06,5.985076284239577e+16,1.0478099229606825e+22,9.543715688189025e-23,9e-08
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,11,4.759988869075444e-06,6.1608766752710616e+16,1.2943048491766156e+22,7.726155091176236e-23,7.438016528925619e-08
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,12,4.027682889217684e-06,6.3412067207019576e+16,1.5744056558369322e+22,6.351603198912632e-23,6.25e-08
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,13,3.452299619329443e-06,6.526162412378919e+16,1.8903812333781528e+22,5.289938253422978e-23,5.3254437869822486e-08
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,14,2.9919930034188506e-06,6.7158411390500824e+16,2.2446045600294235e+22,4.4551277218597984e-23,4.5918367346938775e-08
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,15,2.6179938779914943e-06,6.910341687589553e+16,2.6395560912812813e+22,3.788515816364351e-23,3.9999999999999994e-08
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,16,2.309994598227789e-06,7.109764243548501e+16,3.0778272161342106e+22,3.249045283497143e-23,3.5156249999999994e-08
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,17,2.0533285317580345e-06,7.314210391012762e+16,3.5621237799439846e+22,2.8073140120238195e-23,3.1141868512110726e-08
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,18,1.8371886863098205e-06,7.523783111747182e+16,4.0952696736117305e+22,2.4418416360797862e-23,2.7777777777777777e-08
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,19,1.6534698176788385e-06,7.738586783606387e+16,4.680210488794958e+22,2.136656038001137e-23,2.493074792243767e-08
nphi_2_no_cut,2.0309176209047306e-27,11050048439.7749,18124.866292836112,200280650500282.38,20,1.4959965017094253e-06,7.958727178192158e+16,5.320017238742194e+22,1.8796931572282443e-23,2.25e-08
